,epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
4737,22,2020-05-24,16,MG,Riacho dos Machados,3154507.0,city,1,10.547410000000001,0,0,0,0.0,9481.0,False,False
4738,22,2020-05-24,53,MG,Ribeirão das Neves,3154606.0,city,49,14.633070000000002,7,1,0,0.0204,334858.0,False,False
4739,22,2020-05-24,3,MG,Ribeirão Vermelho,3154705.0,city,0,,0,0,0,0.0,4033.0,False,False
4740,22,2020-05-24,3,MG,Rio Acima,3154804.0,city,1,9.69744,0,0,0,0.0,10312.0,False,False
4741,22,2020-05-24,3,MG,Rio Manso,3155306.0,city,1,17.14678,0,0,0,0.0,5832.0,False,False
4742,22,2020-05-24,17,MG,Rio Novo,3155405.0,city,2,22.34887,0,0,0,0.0,8949.0,False,False
4743,22,2020-05-24,2,MG,Rio Paranaíba,3155504.0,city,2,16.243,1,0,0,0.0,12313.0,False,False
4744,22,2020-05-24,5,MG,Rio Piracicaba,3155702.0,city,1,6.97399,0,0,0,0.0,14339.0,False,False
4745,22,2020-05-24,13,MG,Rio Pomba,3155801.0,city,5,27.91736,0,1,0,0.2,17910.0,False,False
4746,22,2020-05-24,12,MG,Rodeiro,3156304.0,city,9,110.98778999999999,0,0,0,0.0,8109.0,False,False
4747,22,2020-05-24,59,MG,Sabará,3156700.0,city,25,18.33597,1,0,0,0.0,136344.0,False,False
4748,22,2020-05-24,14,MG,Sacramento,3156908.0,city,2,7.6379600000000005,0,0,0,0.0,26185.0,False,False
4749,22,2020-05-24,12,MG,Salto da Divisa,3157104.0,city,1,14.267370000000001,0,0,0,0.0,7009.0,False,False
4750,22,2020-05-24,17,MG,Santa Bárbara,3157203.0,city,4,12.76976,0,0,0,0.0,31324.0,False,False
4751,22,2020-05-24,13,MG,Santa Cruz de Minas,3157336.0,city,3,34.8675,0,1,0,0.3333,8604.0,False,False
4752,22,2020-05-24,57,MG,Santa Luzia,3157807.0,city,34,15.515620000000002,2,1,0,0.0294,219134.0,False,False
4753,22,2020-05-24,20,MG,Santa Margarida,3157906.0,city,4,24.679170000000003,1,0,0,0.0,16208.0,False,False
4754,22,2020-05-24,46,MG,Santa Maria de Itabira,3158003.0,city,2,18.43828,0,0,0,0.0,10847.0,False,False
4755,22,2020-05-24,19,MG,Santana de Cataguases,3158409.0,city,2,51.65289,0,0,0,0.0,3872.0,False,False
4756,22,2020-05-24,53,MG,Santana do Paraíso,3158953.0,city,15,43.27381,0,0,0,0.0,34663.0,False,False
4757,22,2020-05-24,15,MG,Santa Rita de Jacutinga,3159308.0,city,2,40.95004,0,0,0,0.0,4884.0,False,False
4758,22,2020-05-24,25,MG,Santa Rita do Sapucaí,3159605.0,city,1,2.3116,0,0,0,0.0,43260.0,False,False
4759,22,2020-05-24,2,MG,Santa Rosa da Serra,3159704.0,city,1,29.85075,0,0,0,0.0,3350.0,False,False
4760,22,2020-05-24,1,MG,Santa Vitória,3159803.0,city,1,5.06534,1,0,0,0.0,19742.0,False,False
4761,22,2020-05-24,10,MG,Santo Antônio do Amparo,3159902.0,city,2,10.79622,0,0,0,0.0,18525.0,False,False
4762,22,2020-05-24,14,MG,Santo Antônio do Aventureiro,3160009.0,city,1,27.76235,0,0,0,0.0,3602.0,False,False
4763,22,2020-05-24,53,MG,Santo Antônio do Monte,3160405.0,city,7,24.7849,0,0,0,0.0,28243.0,False,False
4764,22,2020-05-24,37,MG,Santos Dumont,3160702.0,city,22,47.32506,0,1,0,0.0455,46487.0,False,False
4765,22,2020-05-24,44,MG,São Brás do Suaçuí,3160900.0,city,2,53.50455,0,0,0,0.0,3738.0,False,False
4766,22,2020-05-24,10,MG,São Domingos do Prata,3161007.0,city,0,,0,0,0,0.0,17359.0,False,False
4767,22,2020-05-24,33,MG,São Francisco,3161106.0,city,28,49.71326,0,3,0,0.1071,56323.0,False,False
4768,22,2020-05-24,9,MG,São Francisco de Paula,3161205.0,city,2,30.64195,0,0,0,0.0,6527.0,False,False
4769,22,2020-05-24,18,MG,São Francisco do Glória,3161403.0,city,2,41.28819,0,0,0,0.0,4844.0,False,False
4770,22,2020-05-24,33,MG,São Geraldo da Piedade,3161601.0,city,1,25.23978,0,1,0,1.0,3962.0,False,False
4771,22,2020-05-24,6,MG,São Gonçalo do Rio Abaixo,3161908.0,city,10,91.57509,0,0,0,0.0,10920.0,False,False
4772,22,2020-05-24,9,MG,São Gonçalo do Sapucaí,3162005.0,city,2,7.85885,0,0,0,0.0,25449.0,False,False
4773,22,2020-05-24,44,MG,São Gotardo,3162104.0,city,6,16.916179999999997,0,0,0,0.0,35469.0,False,False
4774,22,2020-05-24,15,MG,São João da Mata,3162302.0,city,3,109.13058999999998,0,0,0,0.0,2749.0,False,False
4775,22,2020-05-24,60,MG,São João del Rei,3162500.0,city,21,23.312089999999998,0,0,0,0.0,90082.0,False,False
4776,22,2020-05-24,16,MG,São João do Manhuaçu,3162559.0,city,1,8.65127,0,1,0,1.0,11559.0,False,False
4777,22,2020-05-24,10,MG,São João do Manteninha,3162575.0,city,4,68.27104,0,0,0,0.0,5859.0,False,False
4778,22,2020-05-24,19,MG,São João do Paraíso,3162708.0,city,1,4.2340599999999995,0,0,0,0.0,23618.0,False,False
4779,22,2020-05-24,47,MG,São João Nepomuceno,3162906.0,city,4,15.173929999999999,0,1,0,0.25,26361.0,False,False
4780,22,2020-05-24,12,MG,São Joaquim de Bicas,3162922.0,city,5,15.83381,0,1,0,0.2,31578.0,False,False
4781,22,2020-05-24,6,MG,São José da Barra,3162948.0,city,2,26.9324,0,0,0,0.0,7426.0,False,False
4782,22,2020-05-24,35,MG,São José da Lapa,3162955.0,city,7,29.453840000000003,0,1,0,0.1429,23766.0,False,False
4783,22,2020-05-24,45,MG,São Lourenço,3163706.0,city,27,58.886390000000006,6,0,0,0.0,45851.0,False,False
4784,22,2020-05-24,29,MG,São Romão,3164209.0,city,3,24.31709,0,1,0,0.3333,12337.0,False,False
4785,22,2020-05-24,3,MG,São Sebastião da Vargem Alegre,3164431.0,city,1,33.25574,0,0,0,0.0,3007.0,False,False
4786,22,2020-05-24,5,MG,São Sebastião do Anta,3164472.0,city,1,15.255529999999998,0,0,0,0.0,6555.0,False,False
4787,22,2020-05-24,26,MG,São Sebastião do Oeste,3164605.0,city,23,339.48339,0,0,0,0.0,6775.0,False,False
4788,22,2020-05-24,38,MG,São Sebastião do Paraíso,3164704.0,city,7,9.865269999999999,0,1,0,0.1429,70956.0,False,False
4789,22,2020-05-24,9,MG,São Sebastião do Rio Preto,3164803.0,city,1,66.40106,0,0,0,0.0,1506.0,False,False
4790,22,2020-05-24,41,MG,São Tomás de Aquino,3165107.0,city,2,28.485970000000002,0,1,0,0.5,7021.0,False,False
4791,22,2020-05-24,20,MG,São Vicente de Minas,3165305.0,city,3,38.6947,0,0,0,0.0,7753.0,False,False
4792,22,2020-05-24,50,MG,Sarzedo,3165537.0,city,8,24.42599,0,0,0,0.0,32752.0,False,False
4793,22,2020-05-24,49,MG,Senador Amaral,3165578.0,city,7,130.69455,0,0,0,0.0,5356.0,False,False
4794,22,2020-05-24,24,MG,Senador José Bento,3165800.0,city,4,266.31158,0,0,0,0.0,1502.0,False,False
4795,22,2020-05-24,31,MG,Senhora do Porto,3166105.0,city,1,28.3849,0,0,0,0.0,3523.0,False,False
4796,22,2020-05-24,57,MG,Serra do Salitre,3166808.0,city,1,8.634089999999999,0,0,0,0.0,11582.0,False,False
4797,22,2020-05-24,5,MG,Serrania,3166907.0,city,1,13.03951,0,0,0,0.0,7669.0,False,False
4798,22,2020-05-24,5,MG,Serro,3167103.0,city,2,9.53925,0,0,0,0.0,20966.0,False,False
4799,22,2020-05-24,69,MG,Sete Lagoas,3167202.0,city,17,7.093999999999999,0,1,0,0.0588,239639.0,False,False
4800,22,2020-05-24,3,MG,Simão Pereira,3167509.0,city,1,38.24092,0,0,0,0.0,2615.0,False,False
4801,22,2020-05-24,36,MG,Sobrália,3167707.0,city,1,18.00828,0,0,0,0.0,5553.0,False,False
4802,22,2020-05-24,18,MG,Tabuleiro,3167905.0,city,2,53.333330000000004,0,0,0,0.0,3750.0,False,False
4803,22,2020-05-24,2,MG,Tapira,3168101.0,city,0,,-1,0,0,0.0,4773.0,False,False
4804,22,2020-05-24,33,MG,Teófilo Otoni,3168606.0,city,116,82.50825,10,4,0,0.0345,140592.0,False,False
4805,22,2020-05-24,63,MG,Timóteo,3168705.0,city,18,20.03517,0,0,0,0.0,89842.0,False,False
4806,22,2020-05-24,2,MG,Tocantins,3169000.0,city,1,6.002759999999999,0,0,0,0.0,16659.0,False,False
4807,22,2020-05-24,53,MG,Toledo,3169109.0,city,9,143.81592,0,1,0,0.1111,6258.0,False,False
4808,22,2020-05-24,18,MG,Tombos,3169208.0,city,10,124.65718999999999,2,0,0,0.0,8022.0,False,False
4809,22,2020-05-24,27,MG,Três Corações,3169307.0,city,51,64.16547,0,1,1,0.0196,79482.0,False,False
4810,22,2020-05-24,32,MG,Três Marias,3169356.0,city,1,3.09062,0,0,0,0.0,32356.0,False,False
4811,22,2020-05-24,37,MG,Três Pontas,3169406.0,city,17,29.958059999999996,0,1,0,0.0588,56746.0,False,False
4812,22,2020-05-24,31,MG,Tupaciguara,3169604.0,city,4,15.793420000000001,0,0,0,0.0,25327.0,False,False
4813,22,2020-05-24,49,MG,Ubá,3169901.0,city,45,38.943509999999996,0,0,0,0.0,115552.0,False,False
4814,22,2020-05-24,5,MG,Ubaí,3170008.0,city,1,7.97894,0,0,0,0.0,12533.0,False,False
4815,22,2020-05-24,66,MG,Uberaba,3170107.0,city,138,41.344229999999996,5,6,1,0.0435,333783.0,False,False
4816,22,2020-05-24,69,MG,Uberlândia,3170206.0,city,573,82.88671,66,14,0,0.0244,691305.0,False,False
4817,22,2020-05-24,56,MG,Unaí,3170404.0,city,24,28.44343,0,0,0,0.0,84378.0,False,False
4818,22,2020-05-24,17,MG,Vargem Alegre,3170578.0,city,11,169.75309,2,0,0,0.0,6480.0,False,False
4819,22,2020-05-24,51,MG,Varginha,3170701.0,city,55,40.57304,1,2,0,0.0364,135558.0,False,False
4820,22,2020-05-24,12,MG,Varjão de Minas,3170750.0,city,1,14.212620000000001,0,0,0,0.0,7036.0,False,False
4821,22,2020-05-24,12,MG,Várzea da Palma,3170800.0,city,7,17.72466,1,0,0,0.0,39493.0,False,False
4822,22,2020-05-24,36,MG,Varzelândia,3170909.0,city,2,10.35197,0,1,0,0.5,19320.0,False,False
4823,22,2020-05-24,47,MG,Vazante,3171006.0,city,19,92.2778,0,0,0,0.0,20590.0,False,False
4824,22,2020-05-24,36,MG,Vespasiano,3171204.0,city,19,14.890170000000001,0,0,0,0.0,127601.0,False,False
4825,22,2020-05-24,36,MG,Viçosa,3171303.0,city,16,20.292720000000003,2,0,0,0.0,78846.0,False,False
4826,22,2020-05-24,11,MG,Visconde do Rio Branco,3172004.0,city,2,4.69881,0,0,0,0.0,42564.0,False,False
4827,22,2020-05-24,19,MG,Wenceslau Braz,3172202.0,city,3,117.55486,0,0,0,0.0,2552.0,False,False
4828,22,2020-05-24,78,MG,,31.0,state,6668,31.4992,330,226,9,0.0339,21168791.0,False,False
4829,21,2020-05-23,16,MG,Abadia dos Dourados,3100104.0,city,5,71.54099000000001,0,0,0,0.0,6989.0,False,False
4830,21,2020-05-23,42,MG,Abaeté,3100203.0,city,1,4.30348,0,0,0,0.0,23237.0,False,False
4831,21,2020-05-23,5,MG,Açucena,3100500.0,city,2,21.119320000000002,0,0,0,0.0,9470.0,False,False
4832,21,2020-05-23,4,MG,Águas Vermelhas,3101003.0,city,2,14.77214,0,0,0,0.0,13539.0,False,False
4833,21,2020-05-23,20,MG,Aimorés,3101102.0,city,17,67.54876999999999,0,0,0,0.0,25167.0,False,False
4834,21,2020-05-23,30,MG,Além Paraíba,3101508.0,city,38,107.45998999999999,1,0,0,0.0,35362.0,False,False
4835,21,2020-05-23,54,MG,Alfenas,3101607.0,city,11,13.750689999999999,0,0,0,0.0,79996.0,False,False
4836,21,2020-05-23,14,MG,Alfredo Vasconcelos,3101631.0,city,1,14.47807,0,1,0,1.0,6907.0,False,False
4837,21,2020-05-23,39,MG,Almenara,3101706.0,city,6,14.321179999999998,0,0,0,0.0,41896.0,False,False
4838,21,2020-05-23,46,MG,Alpercata,3101805.0,city,3,40.40948,0,0,0,0.0,7424.0,False,False
4839,21,2020-05-23,17,MG,Alpinópolis,3101904.0,city,1,5.03702,0,0,0,0.0,19853.0,False,False
4840,21,2020-05-23,25,MG,Alterosa,3102001.0,city,1,6.9127600000000005,0,0,0,0.0,14466.0,False,False
4841,21,2020-05-23,21,MG,Alto Jequitibá,3153509.0,city,7,84.16496,0,1,0,0.1429,8317.0,False,False
4842,21,2020-05-23,17,MG,Alto Rio Doce,3102100.0,city,1,9.090910000000001,0,0,0,0.0,11000.0,False,False
4843,21,2020-05-23,6,MG,Alvarenga,3102209.0,city,9,230.35577,0,0,0,0.0,3907.0,False,False
4844,21,2020-05-23,10,MG,Andradas,3102605.0,city,1,2.43445,0,1,0,1.0,41077.0,False,False
4845,21,2020-05-23,10,MG,Andrelândia,3102803.0,city,7,57.2644,0,0,0,0.0,12224.0,False,False
4846,21,2020-05-23,9,MG,Araçuaí,3103405.0,city,1,2.7242,0,0,0,0.0,36708.0,False,False
4847,21,2020-05-23,53,MG,Araguari,3103504.0,city,18,15.34959,0,1,0,0.0556,117267.0,False,False
4848,21,2020-05-23,3,MG,Arantina,3103603.0,city,2,71.55635,0,0,0,0.0,2795.0,False,False
4849,21,2020-05-23,40,MG,Araxá,3104007.0,city,50,47.06813,5,1,0,0.02,106229.0,False,False
4850,21,2020-05-23,35,MG,Arceburgo,3104106.0,city,4,37.133309999999994,0,0,0,0.0,10772.0,False,False
4851,21,2020-05-23,52,MG,Arcos,3104205.0,city,12,29.93116,2,0,0,0.0,40092.0,False,False
4852,21,2020-05-23,16,MG,Astolfo Dutra,3104601.0,city,8,56.42146999999999,0,0,0,0.0,14179.0,False,False
4853,21,2020-05-23,52,MG,Barbacena,3105608.0,city,42,30.58705,1,4,0,0.0952,137313.0,False,False
4854,21,2020-05-23,7,MG,Barroso,3105905.0,city,2,9.61076,0,0,0,0.0,20810.0,False,False
4855,21,2020-05-23,17,MG,Bela Vista de Minas,3106002.0,city,2,19.502679999999998,0,0,0,0.0,10255.0,False,False
4856,21,2020-05-23,39,MG,Belmiro Braga,3106101.0,city,3,87.48906,0,1,0,0.3333,3429.0,False,False
4857,21,2020-05-23,69,MG,Belo Horizonte,3106200.0,city,1393,55.45228,42,42,3,0.0302,2512070.0,False,False
4858,21,2020-05-23,30,MG,Belo Oriente,3106309.0,city,4,14.98127,0,0,0,0.0,26700.0,False,False
4859,21,2020-05-23,30,MG,Belo Vale,3106408.0,city,1,12.96176,0,1,0,1.0,7715.0,False,False
4860,21,2020-05-23,62,MG,Betim,3106705.0,city,59,13.429229999999999,5,4,1,0.0678,439340.0,False,False
4861,21,2020-05-23,29,MG,Bicas,3106903.0,city,2,13.798810000000001,0,0,0,0.0,14494.0,False,False
4862,21,2020-05-23,59,MG,Boa Esperança,3107109.0,city,24,59.8101,5,2,0,0.0833,40127.0,False,False
4863,21,2020-05-23,10,MG,Bocaiúva,3107307.0,city,3,6.00252,2,0,0,0.0,49979.0,False,False
4864,21,2020-05-23,62,MG,Bom Despacho,3107406.0,city,28,55.3305,23,1,0,0.0357,50605.0,False,False
4865,21,2020-05-23,25,MG,Bom Repouso,3107901.0,city,3,28.44411,0,0,0,0.0,10547.0,False,False
4866,21,2020-05-23,42,MG,Bonfim,3108107.0,city,1,14.560279999999999,0,1,0,1.0,6868.0,False,False
4867,21,2020-05-23,2,MG,Bonfinópolis de Minas,3108206.0,city,1,18.20499,0,0,0,0.0,5493.0,False,False
4868,21,2020-05-23,45,MG,Borda da Mata,3108305.0,city,3,15.454360000000001,0,0,0,0.0,19412.0,False,False
4869,21,2020-05-23,47,MG,Botelhos,3108404.0,city,3,20.03874,0,0,0,0.0,14971.0,False,False
4870,21,2020-05-23,31,MG,Brasília de Minas,3108602.0,city,7,21.64034,0,0,0,0.0,32347.0,False,False
4871,21,2020-05-23,17,MG,Brazópolis,3108909.0,city,7,48.41275,0,0,0,0.0,14459.0,False,False
4872,21,2020-05-23,21,MG,Brumadinho,3109006.0,city,15,37.403690000000005,0,0,0,0.0,40103.0,False,False
4873,21,2020-05-23,23,MG,Bueno Brandão,3109105.0,city,2,18.18017,0,1,0,0.5,11001.0,False,False
4874,21,2020-05-23,1,MG,Bugre,3109253.0,city,1,25.11301,1,0,0,0.0,3982.0,False,False
4875,21,2020-05-23,9,MG,Cachoeira de Minas,3109709.0,city,1,8.660260000000001,0,0,0,0.0,11547.0,False,False
4876,21,2020-05-23,1,MG,Cachoeira de Pajeú,3102704.0,city,1,10.62473,1,0,0,0.0,9412.0,False,False
4877,21,2020-05-23,7,MG,Cachoeira Dourada,3109808.0,city,2,74.29420999999999,1,0,0,0.0,2692.0,False,False
4878,21,2020-05-23,28,MG,Caetanópolis,3109907.0,city,3,25.808670000000003,0,0,0,0.0,11624.0,False,False
4879,21,2020-05-23,37,MG,Caeté,3110004.0,city,4,8.944939999999999,0,0,0,0.0,44718.0,False,False
4880,21,2020-05-23,13,MG,Cajuri,3110202.0,city,1,25.08151,0,0,0,0.0,3987.0,False,False
4881,21,2020-05-23,15,MG,Caldas,3110301.0,city,5,34.530390000000004,1,0,0,0.0,14480.0,False,False
4882,21,2020-05-23,37,MG,Camanducaia,3110509.0,city,22,101.0565,0,0,0,0.0,21770.0,False,False
4883,21,2020-05-23,48,MG,Cambuí,3110608.0,city,31,104.90338999999999,1,0,0,0.0,29551.0,False,False
4884,21,2020-05-23,43,MG,Cambuquira,3110707.0,city,2,15.60793,0,0,0,0.0,12814.0,False,False
4885,21,2020-05-23,12,MG,Campanha,3110905.0,city,1,6.0006,0,0,0,0.0,16665.0,False,False
4886,21,2020-05-23,12,MG,Campestre,3111002.0,city,1,4.74947,0,0,0,0.0,21055.0,False,False
4887,21,2020-05-23,8,MG,Campina Verde,3111101.0,city,3,15.19372,0,0,0,0.0,19745.0,False,False
4888,21,2020-05-23,58,MG,Campo Belo,3111200.0,city,5,9.25429,0,0,0,0.0,54029.0,False,False
4889,21,2020-05-23,62,MG,Campos Altos,3111507.0,city,4,25.87155,0,0,0,0.0,15461.0,False,False
4890,21,2020-05-23,42,MG,Campos Gerais,3111606.0,city,4,13.90144,0,0,0,0.0,28774.0,False,False
4891,21,2020-05-23,16,MG,Cana Verde,3111903.0,city,6,107.08549,0,0,0,0.0,5603.0,False,False
4892,21,2020-05-23,11,MG,Candeias,3112000.0,city,4,26.870890000000003,0,0,0,0.0,14886.0,False,False
4893,21,2020-05-23,2,MG,Caparaó,3112109.0,city,1,18.389110000000002,0,0,0,0.0,5438.0,False,False
4894,21,2020-05-23,15,MG,Capelinha,3112307.0,city,0,,0,0,0,0.0,37784.0,False,False
4895,21,2020-05-23,19,MG,Capinópolis,3112604.0,city,1,6.18314,0,0,0,0.0,16173.0,False,False
4896,21,2020-05-23,53,MG,Capitólio,3112802.0,city,2,23.1696,0,1,0,0.5,8632.0,False,False
4897,21,2020-05-23,17,MG,Carandaí,3113206.0,city,2,7.84283,0,0,0,0.0,25501.0,False,False
4898,21,2020-05-23,46,MG,Carangola,3113305.0,city,52,157.57576,15,0,0,0.0,33000.0,False,False
4899,21,2020-05-23,21,MG,Caratinga,3113404.0,city,14,15.207139999999999,3,0,0,0.0,92062.0,False,False
4900,21,2020-05-23,9,MG,Careaçu,3113602.0,city,1,14.799470000000001,0,0,0,0.0,6757.0,False,False
4901,21,2020-05-23,35,MG,Carlos Chagas,3113701.0,city,1,5.3087,0,0,0,0.0,18837.0,False,False
4902,21,2020-05-23,50,MG,Carmo da Cachoeira,3113909.0,city,1,8.21693,0,0,0,0.0,12170.0,False,False
4903,21,2020-05-23,16,MG,Carmo da Mata,3114006.0,city,1,8.71384,0,0,0,0.0,11476.0,False,False
4904,21,2020-05-23,58,MG,Carmo do Cajuru,3114204.0,city,14,62.28312,0,2,0,0.1429,22478.0,False,False
4905,21,2020-05-23,11,MG,Carmo do Paranaíba,3114303.0,city,4,13.1887,0,0,0,0.0,30329.0,False,False
4906,21,2020-05-23,18,MG,Carmópolis de Minas,3114501.0,city,9,46.49961,3,0,0,0.0,19355.0,False,False
4907,21,2020-05-23,13,MG,Cascalho Rico,3115003.0,city,1,32.52033,0,0,0,0.0,3075.0,False,False
4908,21,2020-05-23,40,MG,Cataguases,3115300.0,city,30,39.934509999999996,7,2,0,0.0667,75123.0,False,False
4909,21,2020-05-23,8,MG,Catas Altas,3115359.0,city,2,37.20238,0,0,0,0.0,5376.0,False,False
4910,21,2020-05-23,23,MG,Catuji,3115458.0,city,4,63.3814,0,0,0,0.0,6311.0,False,False
4911,21,2020-05-23,13,MG,Caxambu,3115508.0,city,5,23.08829,0,1,0,0.2,21656.0,False,False
4912,21,2020-05-23,48,MG,Centralina,3115805.0,city,5,48.30918,0,1,0,0.2,10350.0,False,False
4913,21,2020-05-23,9,MG,Chácara,3115904.0,city,1,31.70577,0,0,0,0.0,3154.0,False,False
4914,21,2020-05-23,1,MG,Chalé,3116001.0,city,1,17.53156,1,0,0,0.0,5704.0,False,False
4915,21,2020-05-23,11,MG,Chiador,3116209.0,city,6,223.29736,0,0,0,0.0,2687.0,False,False
4916,21,2020-05-23,5,MG,Cipotânea,3116308.0,city,0,,0,0,0,0.0,6787.0,False,False
4917,21,2020-05-23,16,MG,Cláudio,3116605.0,city,3,10.48328,0,0,0,0.0,28617.0,False,False
4918,21,2020-05-23,19,MG,Comercinho,3117009.0,city,1,14.4321,0,0,0,0.0,6929.0,False,False
4919,21,2020-05-23,43,MG,Conceição das Alagoas,3117306.0,city,2,7.170260000000001,0,0,0,0.0,27893.0,False,False
4920,21,2020-05-23,9,MG,Conceição do Rio Verde,3117702.0,city,2,14.66491,0,0,0,0.0,13638.0,False,False
4921,21,2020-05-23,14,MG,Congonhal,3117900.0,city,1,8.3682,0,0,0,0.0,11950.0,False,False
4922,21,2020-05-23,12,MG,Congonhas,3118007.0,city,2,3.65217,0,0,0,0.0,54762.0,False,False
4923,21,2020-05-23,37,MG,Conselheiro Lafaiete,3118304.0,city,22,17.10877,0,0,0,0.0,128589.0,False,False
4924,21,2020-05-23,62,MG,Contagem,3118601.0,city,141,21.23958,7,8,2,0.0567,663855.0,False,False
4925,21,2020-05-23,2,MG,Corinto,3119104.0,city,1,4.2139,0,0,0,0.0,23731.0,False,False
4926,21,2020-05-23,37,MG,Coromandel,3119302.0,city,7,25.023239999999998,0,0,0,0.0,27974.0,False,False
4927,21,2020-05-23,68,MG,Coronel Fabriciano,3119401.0,city,27,24.57785,6,0,0,0.0,109855.0,False,False
4928,21,2020-05-23,9,MG,Córrego do Bom Jesus,3119906.0,city,8,215.98272000000003,4,0,0,0.0,3704.0,False,False
4929,21,2020-05-23,17,MG,Couto de Magalhães de Minas,3120102.0,city,1,22.67574,0,0,0,0.0,4410.0,False,False
4930,21,2020-05-23,11,MG,Cristina,3120508.0,city,2,19.52744,0,0,0,0.0,10242.0,False,False
4931,21,2020-05-23,11,MG,Cruzília,3120805.0,city,3,19.459039999999998,1,0,0,0.0,15417.0,False,False
4932,21,2020-05-23,34,MG,Curvelo,3120904.0,city,41,51.16749,1,0,0,0.0,80129.0,False,False
4933,21,2020-05-23,10,MG,Delfim Moreira,3121100.0,city,5,62.3053,0,0,0,0.0,8025.0,False,False
4934,21,2020-05-23,6,MG,Delfinópolis,3121209.0,city,1,14.05679,0,0,0,0.0,7114.0,False,False
4935,21,2020-05-23,9,MG,Diamantina,3121605.0,city,7,14.667979999999998,0,0,0,0.0,47723.0,False,False
4936,21,2020-05-23,25,MG,Diogo de Vasconcelos,3121704.0,city,0,,0,0,0,0.0,3802.0,False,False
4937,21,2020-05-23,16,MG,Dionísio,3121803.0,city,5,64.69142,0,0,0,0.0,7729.0,False,False
4938,21,2020-05-23,48,MG,Divinésia,3121902.0,city,1,29.26544,0,0,0,0.0,3417.0,False,False
4939,21,2020-05-23,18,MG,Divino,3122009.0,city,3,15.051929999999999,0,0,0,0.0,19931.0,False,False
4940,21,2020-05-23,4,MG,Divino das Laranjeiras,3122108.0,city,1,20.08435,0,0,0,0.0,4979.0,False,False
4941,21,2020-05-23,77,MG,Divinópolis,3122306.0,city,148,62.12484,12,2,0,0.0135,238230.0,False,False
4942,21,2020-05-23,24,MG,Divisa Nova,3122405.0,city,1,16.63617,0,0,0,0.0,6011.0,False,False
4943,21,2020-05-23,17,MG,Elói Mendes,3123601.0,city,6,21.37057,0,0,0,0.0,28076.0,False,False
4944,21,2020-05-23,11,MG,Engenheiro Caldas,3123700.0,city,0,,0,0,0,0.0,11134.0,False,False
4945,21,2020-05-23,2,MG,Engenheiro Navarro,3123809.0,city,1,13.80834,0,0,0,0.0,7242.0,False,False
4946,21,2020-05-23,5,MG,Ervália,3124005.0,city,1,5.29241,0,0,0,0.0,18895.0,False,False
4947,21,2020-05-23,51,MG,Esmeraldas,3124104.0,city,6,8.50437,0,0,0,0.0,70552.0,False,False
4948,21,2020-05-23,36,MG,Espera Feliz,3124203.0,city,17,68.13354,4,0,0,0.0,24951.0,False,False
4949,21,2020-05-23,42,MG,Espinosa,3124302.0,city,3,9.48857,0,1,0,0.3333,31617.0,False,False
4950,21,2020-05-23,33,MG,Espírito Santo do Dourado,3124401.0,city,3,63.93861999999999,0,0,0,0.0,4692.0,False,False
4951,21,2020-05-23,30,MG,Estiva,3124500.0,city,6,52.844809999999995,1,0,0,0.0,11354.0,False,False
4952,21,2020-05-23,14,MG,Estrela Dalva,3124609.0,city,3,128.04097,0,1,0,0.3333,2343.0,False,False
4953,21,2020-05-23,11,MG,Estrela do Sul,3124807.0,city,1,12.534469999999999,0,0,0,0.0,7978.0,False,False
4954,21,2020-05-23,8,MG,Eugenópolis,3124906.0,city,3,26.607540000000004,0,0,0,0.0,11275.0,False,False
4955,21,2020-05-23,56,MG,Extrema,3125101.0,city,69,190.47619,1,3,0,0.0435,36225.0,False,False
4956,21,2020-05-23,28,MG,Faria Lemos,3125309.0,city,4,123.4187,0,0,0,0.0,3241.0,False,False
4957,21,2020-05-23,43,MG,Ferros,3125903.0,city,6,61.0998,0,0,0,0.0,9820.0,False,False
4958,21,2020-05-23,15,MG,Fervedouro,3125952.0,city,3,27.257859999999997,0,0,0,0.0,11006.0,False,False
4959,21,2020-05-23,48,MG,Formiga,3126109.0,city,11,16.252229999999997,2,0,0,0.0,67683.0,False,False
4960,21,2020-05-23,1,MG,Francisco Badaró,3126505.0,city,1,9.67867,1,0,0,0.0,10332.0,False,False
4961,21,2020-05-23,4,MG,Frei Inocêncio,3126901.0,city,2,20.80949,1,0,0,0.0,9611.0,False,False
4962,21,2020-05-23,21,MG,Fronteira,3127008.0,city,1,5.52395,0,0,0,0.0,18103.0,False,False
4963,21,2020-05-23,48,MG,Frutal,3127107.0,city,12,20.169420000000002,1,1,0,0.0833,59496.0,False,False
4964,21,2020-05-23,40,MG,Goianá,3127388.0,city,2,50.42864,0,0,0,0.0,3966.0,False,False
4965,21,2020-05-23,3,MG,Gouveia,3127602.0,city,1,8.456660000000001,0,0,0,0.0,11825.0,False,False
4966,21,2020-05-23,59,MG,Governador Valadares,3127701.0,city,113,40.37372,7,5,0,0.0442,279885.0,False,False
4967,21,2020-05-23,8,MG,Guanhães,3128006.0,city,2,5.82768,0,0,0,0.0,34319.0,False,False
